Sample_ID,hsa.miR.148a.3p,hsa.let.7g.5p,hsa.let.7f.5p,hsa.miR.30a.5p,hsa.miR.146b.5p,hsa.miR.200a.3p,hsa.miR.3168,hsa.miR.99b.5p,hsa.miR.23a.3p,hsa.miR.671.3p,hsa.miR.30d.5p,hsa.let.7b.5p,hsa.let.7i.5p,hsa.miR.26a.5p,hsa.miR.21.5p,hsa.let.7a.5p,hsa.miR.99a.5p,hsa.miR.200c.3p,hsa.miR.151a.3p,hsa.miR.423.5p,hsa.miR.200a.5p,hsa.miR.378a.3p,hsa.miR.146a.5p,hsa.miR.141.3p,hsa.miR.25.3p,hsa.miR.200b.3p,hsa.miR.125b.5p,hsa.miR.22.3p,hsa.miR.183.5p,hsa.miR.27a.3p,hsa.miR.224.5p,hsa.miR.143.3p,hsa.miR.193a.5p,hsa.miR.30c.5p,hsa.miR.152.3p,hsa.miR.30a.3p,hsa.miR.423.3p,hsa.miR.27a.5p,hsa.miR.342.3p,hsa.miR.30b.5p,hsa.miR.24.3p,hsa.miR.186.5p,hsa.miR.1246,hsa.miR.744.5p,hsa.miR.222.3p,hsa.miR.320a,hsa.miR.101.3p,hsa.let.7c.5p,hsa.miR.335.3p,hsa.let.7e.5p,hsa.miR.511.5p,hsa.miR.30e.5p,hsa.miR.29c.5p,hsa.miR.375,hsa.miR.532.5p,hsa.miR.30e.3p,hsa.miR.27b.3p,hsa.miR.181a.5p,hsa.miR.191.5p,hsa.miR.182.5p,hsa.miR.92a.3p,hsa.miR.429,hsa.miR.26b.5p,hsa.miR.125a.5p,hsa.miR.181b.5p,hsa.miR.1307.3p,hsa.miR.148b.3p,hsa.miR.28.3p,hsa.miR.29a.3p,hsa.let.7d.5p,hsa.miR.361.3p,hsa.miR.23b.3p,hsa.miR.100.5p,hsa.miR.3615,hsa.let.7d.3p,hsa.miR.98.5p,hsa.miR.103a.3p,hsa.miR.499a.5p,hsa.miR.200b.5p,hsa.miR.7.5p,hsa.miR.146b.3p,hsa.miR.205.5p,hsa.miR.365a.3p.hsa.miR.365b.3p,hsa.miR.484,hsa.miR.148a.5p,hsa.miR.99b.3p,hsa.miR.193b.3p,hsa.miR.941,hsa.miR.10a.5p,hsa.miR.125b.2.3p,hsa.miR.128.3p,hsa.miR.22.5p,hsa.miR.374b.5p,hsa.miR.197.3p,hsa.miR.340.5p,hsa.miR.664a.5p,hsa.miR.140.3p,hsa.miR.3182,hsa.miR.16.5p,hsa.miR.1260b,hsa.miR.181a.2.3p,hsa.miR.885.5p,hsa.miR.652.3p,hsa.miR.345.5p,hsa.miR.196a.5p,hsa.miR.192.5p,hsa.miR.335.5p,hsa.miR.106b.3p,hsa.miR.425.5p,hsa.miR.193a.3p,hsa.miR.6510.3p,hsa.miR.664a.3p,hsa.miR.221.3p,hsa.miR.378d,hsa.miR.195.5p,hsa.miR.92b.3p,hsa.miR.361.5p,hsa.miR.339.5p,hsa.miR.421,hsa.miR.4443,hsa.miR.452.5p,hsa.mir.378c,hsa.miR.218.5p,hsa.miR.28.5p,hsa.miR.326,hsa.let.7b.3p,hsa.miR.20a.5p,hsa.miR.93.5p,hsa.miR.328.3p,hsa.miR.374a.5p,hsa.miR.148b.5p,hsa.miR.339.3p,hsa.miR.181a.3p,hsa.miR.1287.5p,hsa.miR.331.3p,hsa.miR.107,hsa.miR.320b,hsa.miR.30d.3p,hsa.miR.576.5p,hsa.miR.589.5p,hsa.miR.187.3p,hsa.miR.425.3p,hsa.miR.150.5p,hsa.miR.574.3p,hsa.miR.7706,hsa.miR.629.5p,hsa.miR.378c,hsa.miR.147b,hsa.miR.2110,hsa.miR.16.2.3p,hsa.miR.29b.3p,hsa.miR.574.5p,hsa.miR.210.3p,hsa.miR.30c.2.3p,hsa.miR.1301.3p,hsa.miR.1299,hsa.miR.29c.3p,hsa.let.7a.3p,hsa.miR.195.3p,hsa.miR.155.5p,hsa.miR.769.5p,hsa.miR.501.3p,hsa.miR.184,hsa.miR.760,hsa.miR.17.5p,hsa.miR.96.5p,hsa.miR.378g,hsa.miR.19b.3p,hsa.miR.130b.3p,hsa.miR.185.5p,hsa.miR.378e,hsa.miR.340.3p,hsa.miR.1307.5p,hsa.miR.221.5p,hsa.miR.190b,hsa.miR.193b.5p,hsa.miR.365b.5p,hsa.miR.194.5p,hsa.miR.196b.5p,hsa.miR.135a.5p,hsa.miR.106b.5p,hsa.miR.125a.3p,hsa.miR.203a.3p,hsa.miR.885.3p,hsa.miR.598.3p,hsa.miR.223.5p,hsa.miR.1303,hsa.miR.15b.5p,hsa.miR.320c,hsa.miR.199a.3p.hsa.miR.199b.3p,hsa.miR.378f,hsa.miR.320d,hsa.let.7f.1.3p,hsa.miR.324.3p,hsa.miR.342.5p,hsa.mir.30c.2,hsa.miR.24.2.5p,hsa.mir.30c.1,hsa.miR.223.3p,hsa.miR.330.3p,hsa.mir.320b.1,hsa.miR.500a.3p,hsa.mir.320b.2,hsa.mir.320a,hsa.miR.502.3p,hsa.miR.181d.5p,hsa.miR.660.5p,hsa.miR.4429,hsa.miR.511.3p
MOM.125,249912,10975,4201,5905.5,29978,17271,14,832,483,19,15241.5,13285,8355,5372,2552,4818,7909,3920,4900,1775,828,1001.16666666667,444,729,1485,4287,444,2652,1076,991,725,460,818,892,405,677,804,13,41,884.333333333333,543,323,7,45,127,1304,767,1599,317,64,2528,426,21,2224,120,417,673,1508,1314,1393,989,874,323,530,523,404,672,289,406,300,329,152,277,109,149,71,97,520,141,69,91,162,163,100,144,79,86,43,310,70,280,237,41,94,75,82,114,87,37,0,117,87,25,39,98,92,41,78,15,52,28,42,40,29.1666666666667,24,32,13,26,4,24,21,33.6666666666667,22,47,17,24,24,25,6,15,13,32,1,10,30,26,56,0,23,0,19,10,8,33,42,56,4,5,17,25,16,18,20,12,19,53,13,31,24,34,19,46,1,1,0,19,2,4,6,7,0.5,10,2,19,7,11,7,14,11,3,7,15,40,4,1,5,24,5,18.95,0,11,3.95,1,0,36,8.33333333333333,14,0.333333333333333,7,1,0.45,7.5,0.2,0.45,10,9,9,1,11
MOM.151,322062,21555,9639,11040,50593,30483,17,1966,918.5,24,18294,22442,7790,9011,3783,10777.5,14291,7327,7454,2369,1326,2861.66666666667,777,1559,1882,8112,795,4399,1055,1426.5,956,974,1267,1655,376,897,1080,166,91,1448.33333333333,1006,639,4,58,194,2038.5,825,3103.5,622,121,3084,628,53,5638,213,539,1153.5,3019,2749,1793,1547,1909,741,715,989,970,853,492,577,515,496,298.5,418,272,317,191,206,1080,285,137,260,316,322,157,318,213,291,61,335,131,249,462,109.5,175,114,120,138,124,53,22,79,201,83,168,23,138,100,108,46,127,20,54,113,98.25,42,54,32,37,58,51,48,39.25,50,25,57,128,90,53,42,58,17,19,52,39,46,49,46.5,38,14,33,32,55,9,122,29,49,28,14,24,50,52,40,30,22,23,80,25,25,18,13,9,31,20,29,15,43,11,37,0,10,12.25,17,3,22,11,48,10,15,19,12,12,44,16,11,17,47,7,3,11.4333333333333,5,8,5.6,11,10,57,9.83333333333333,25,8.83333333333333,11,34,1.76666666666667,5.5,2.1,1.76666666666667,8,9,10,5,14
MOM.106,271305,21274,6851,14772.5,16587,21428,7,404,903.5,4,5453.5,3649,8455,2983,6896,2258.5,2922,1447,1832,757,508,2945,946,1329,489,1293,139,1883,777,672.5,635,54,199,779,236,376,237,33,63,4012.66666666667,508,321,3,51,31,364.75,1260,383.5,125,15,221,714,24,1122,58,258,545.5,558,1239,1409,997,1009,683,127,244,199,1350,190,1184,145,204,287.5,177,58,110,166,136.5,689,71,117,146,285,186,128,270,121,259,50,356,86,23,290,196,107,158,31,245,193,102,8,40,83,35,92,32,105,107,29,57,150,43,44,61,74.6666666666667,29,49,30,12,37,7,55,160,30,3,33,47,67,113,23,69,27,12,19,47,14,48.5,17.75,15,27,21,52,31,3,83,5,20,46,18,2,7,41,31,14,17,2,10,57,13,21,8,30,6,3,0,45,23,10,57,8,32,12.6666666666667,2,11,7,9,6,10,5,3,9,70,13,16,4,37,12,19,4,3.75,15,11,0.75,20,8,0,8.16666666666667,8,30.1666666666667,16,2,0,12,0,0,5,9,19,0,31
MOM.143,245205,26211,11323,17473,27840,24695,4,746,1387.5,23,9083,8561,12940,6052,6250,5676.5,5551,3655,3810,1147,926,1970.33333333333,1157,1328,770,3710,314,2528,947,1026,622,217,316,1083,418,734,415,96,81,3174.83333333333,785,742,6,16,38,642.166666666667,1470,1415.5,260,72,564,694,38,3417,123,410,634,1204,1718,2101,1243,1292,1046,211,543,244,1238,255,1170,399,421,332.5,310,95,192,319,257.5,595,154,128,239,224,163,86,261,96,431,54,110,111,35,266,196,78,248,86,361,135,192,40,94,209,100,107,94,177,120,66,55,91,6,86,41,60.3333333333333,12,36,45,62,41,10,50,52,11,20,18,81,103,113,16,53,39,16,20,29,10,64.5,24.1666666666667,25,2,20,28,29,8,134,8,31,36,30,8,11,28,29,35,15,10,256,45,29,9,23,20,15,0,8,16,33,16,55,0,24,4.83333333333333,12,15,17,18,14,5,21,5,7,57,6,34,19,33,71,10,11,11.3166666666667,41,2,6.48333333333333,23,28,1,3.83333333333333,4,6.33333333333333,153,7,2.23333333333333,0.5,2.15,2.98333333333333,10.5,8,27,1,37
MOM.115,415841,30546,8902,17817.5,43267,34674,10,1432,1304.5,0,21779.5,13012,18759,10295,6994,6394.5,10645,4255,7189,1342,1238,2056.33333333333,1476,1962,1483,5262,611,3727,1227,2492.5,1166,461,1020,1861,978,761,781,201,90,3195.66666666667,1396,664,3,47,103,794.416666666667,1766,1803.5,557,16,2616,921,81,4413,168,466,1842.5,2358,2605,2339,1379,1869,869,513,789,624,1658,436,1089,358,577,459.5,617,266,224,217,266.5,623,197,112,230,267,284,156,360,255,286,17,485,119,118,427,202,205,206,144,241,175,121,17,102,169,107,153,256,146,153,94,50,205,34,39,134,52.8333333333333,30,41,50,44,45,4,67,72.8333333333333,72,23,26,70,82,113,32,56,35,39,30,19,29,72.5,19.4166666666667,53,63,25,113,33,21,111,21,58,21,20,13,39,39,39,43,6,9,6,112,15,1,19,16,12,14,5,29,14,13,78,5,34,4,7,16,17,30,21,7,0,18,15,38,27,8,2,31,15,18,4,7.16666666666667,45,9,8.5,13,23,7,2.66666666666667,19,2.66666666666667,34,4,0.821428571428571,6,0.571428571428571,0.821428571428571,15,29,19,1,30
MOM.114,241229,22687,13413,12377,23196,25522,5,753,1185.5,3,3979,10064,7207,7921,7430,8942.5,6575,2878,3643,2189,712,3132.5,1350,1619,842,3178,134,3088,549,1754,1131,271,360,859,375,933,611,38,98,2167.66666666667,971,438,11,16,7,1600.66666666667,1453,1480.5,150,127,454,530,4,2627,151,361,936,1569,1439,904,1312,1125,725,139,590,83,1058,304,1569,430,501,376.5,147,72,123,233,110.5,402,36,71,272,391,234,191,403,190,485,30,633,134,16,352,181,42,147,50,339,156,94,18,107,115,77,149,81,129.5,105,106,80,76,74,29,53,80.6666666666667,18,10,61,15,20,94,86,127.866666666667,64,15,1,47,26,181,17,39,6,41,13,63,6,52.5,89.6666666666667,17,9,24,27,41,0,105,15,50,18,38,1,19,32,34,14,13,1,21,50,65,7,30,28,30,5,7,39.5,26,20,61,14,12,21.2,12,20,2,14,31,8,11,6,19,37,24,72,14,53,30,20,23,27.4166666666667,18,10,5.55,20,26,3,6.16666666666667,9,9.16666666666667,89,10,0.25,14.5,1.05,0.8,24,1,13,6,23
MOM.162,152553,4800,3806,4468.5,25863,10906,22,1699,326,31,16719.5,27911,7337,7242,1997,8874,9843,6841,5908,4688,1209,995.333333333333,539,324,1476,6760,766,2469,1155,807,991,813,928,919,262,771,597,41,56,470.833333333333,608,319,11,9,212,3337.33333333333,274,3326,488,132,2987,304,23,7183,152,540,601,1881,1429,1090,1198,485.5,193,882,619,526,259,376,292,279,523,164,454,216,386,58,81,178,182,68,129,412,92,85,130,72,84,92,1066,86,269,232,25.5,50,9,63,129,83,10,5,224,87,19,50,29,52,16,32,67,10,11,50,112,10.3333333333333,12,11,14,0,0,44,21,10.5333333333333,6,12,16,56,0,31,27,4,0,37,13,24,6,11,194.333333333333,26,26,12,25,28,17,22,61,13,10,0,55,44,0,0,33,30,32,221,11,5,47,29,0,14,88,5,19.5,15,1,31,0,8,2.2,10,0,0,18,22,25,0,3,0,0,13,44,26,20,38,8,0,44.1666666666667,0,1,10.8333333333333,0,7,42,0.333333333333333,7,1.83333333333333,4,32,0,0,2.83333333333333,2.5,0,0,0,5,0
MOM.081,269592,15027,8110,13496,18786,21147,6,486,1028,5,3430,10975,8663,4315,7283,6085,3275,2111,2547,2354,435,2088.5,1541,1535,737,1968,47,1934,524,1074.5,731,392,374,620,260,601,275,10,44,2463.16666666667,564,364,8,12,86,2491.16666666667,1994,1472,167,138,310,762,2,2315,115,395,980.5,937,790,572,939,854,582,38,419,90,954,308,1379,269,250,269,225,52,78,106,96,566,54,69,110,302,76,125,214,108,358,25,141,81,18,223,143.5,20,150,39,251,58,96,1,77,35,49,92,87,113,120,46,29,73,41,16,101,105.5,18,33,36,3,24,65,47,9,32,6,6,18,22,99,11,22,14,29,19,27,0,45,112.166666666667,41,0,12,20,44,0,41,9,42,46,15,14,6,15,28,8,15,0,59,67,57,16,23,29,43,33,0,26.5,44,18,35,25,11,11.3333333333333,18,4,29,13,34,8,14,7,16,20,22,40,7,20,36,3,9,34.9833333333333,30,8,24.9833333333333,18,18,15,20.1666666666667,1,4.66666666666667,23,3,2.81666666666667,2.5,4.81666666666667,4.06666666666667,5.5,9,49,5,19
MOM.133,73418,46540,23941,7979,11294,12776,5,408,612.5,6,2315,19011,11361,10629,13920,30535.5,1895,2325,2444,6620,441,3847.16666666667,926,655,462,2175,49,2651,304,1396.5,417,1203,316,409,138,580,398,27,115,478.5,882,200,30,29,55,6163,2081,2570.5,64,457,70,376,0,2159,127,655,1070.5,922,824,524,465,390.5,465,28,619,80,708,274,1615,470,180,196.5,92,40,78,167,164,265,21,112,196,208,20,85,312,184,412,10,311,67,10,385,162,4,98,75,414,92,34,14,55,14,104,91,21,85,107,60,92,134,1,9,66,125,21,14,81,7,19,251,64,105.5,9,6,12,73,26,110,7,60,23,48,8,50,14,35,511,19,0,0,13,27,10,45,0,242,53,45,0,0,44,15,15,8,11,30,78,68,6,113,11,57,7,0,42,21,39,32,41,14,19,0,0,10,10,51,7,10,7,9,10,41,75,6,6,8,5,44,153.666666666667,30,24,103.866666666667,68,9,20,0,9,2.5,37,0,0,51,9.2,9.86666666666667,23,15,19,13,30
MOM.054,28315,381,494,423,2109,1459,22,118,31.5,1,1592,2047,579,898,265,853,1149,592,593,899,131,191.5,41,70,205,616,47,665,125,134,68,663,114,115,36,91,167,8,2,37,141,49,3,3,16,560.916666666667,88,198,26,25,598,16,0,1047,9,60,161,180,140,148,196,91,11,77,48,50,28,44,25,24,26,15.5,93,47,39,11,7.5,51,36,1,9,39,0,14,36,0,5,4,106,10,54,45,9,4,5,4,18,12,3,2,20,19,0,19,12,28,12,9,8,5,0,2,8,3,0,6,1,2,0,4,0,0.5,0,1,0,14,1,5,6,0,6,10,0,0,0,0.5,9.91666666666667,10,0,0,17,6,1,5,4,11,0,10,4,24,0,0,0,8,0,0,1,2,3,5,0,7,5,3,4,0,0,0,0,4,0,2,0,0,0,1,5,0,0,0,1,1,4,2,3,0,0,0,2.16666666666667,0,0,0.5,0,0,4,0,0,0,0,2,0.25,0,0.25,0,0,0,3,1,0
MOM.099,141418,5624,4272,3832.5,17224,10685,15,812,320.5,18,7681.5,16336,5912,7201,4713,6721,6467,2869,3341,2095,619,1228.33333333333,695,718,1097,2884,433,2343,575,1645,1051,704,786,490,76,410,813,9,76,310.5,674,267,4,44,75,2079.91666666667,508,1729,318,52,1957,320,8,3395,74,237,1091,1441,844,498,1076,595,205,588,496,337,322,251,512,212,202,176.5,253,176,264,113,53,269,130,58,92,273,70,55,142,69,39,6,1274,29,261,255,34,70,66,42,71,30,36,8,63,137,18,102,44,88,28,39,52,25,69,27,74,34.3333333333333,11,6,4,17,20,48,32,31.3333333333333,20,21,3,21,8,29,17,6,0,18,11,17,0,13,70.9166666666667,0,23,3,61,1,113,8,25,18,5,16,24,50,5,2,23,14,1,0,20,46,27,30,21,12,30,3,21,12,2,1,0,17,8,0,3,7,5,13,12,8,6,1,16,34,7,1,0,17,14,5,36.8666666666667,11,3,12.2,24,8,29,0,0,1.5,7,8,6.45,2,6.45,5.2,13,10,26,9,0
MOM.112,269333,17001,4496,9590.5,18709,19278,4,854,1312.5,8,5078.5,5020,6263,6651,6459,2401,6720,1774,2963,1582,579,2547.66666666667,948,1220,887,2183,179,2958,633,1573.5,616,285,625,1190,407,423,563,53,71,2196.66666666667,1075,352,9,56,60,1243.33333333333,1250,615,257,25,789,618,39,3052,192,234,1036.5,1030,1588,666,904,1093,479,173,469,193,1275,264,1222,104,220,334.5,84,165,129,161,105,364,69,87,152,251,114,105,297,149,294,9,1396,113,77,467,112.5,120,70,64,290,109,68,7,94,152,49,88,3,96,74,45,52,204,17,11,130,82.6666666666667,6,42,48,33,33,12,34,81,46,27,23,59,20,114,37,22,26,36,19,30,20,28,47.3333333333333,25,16,14,22,50,34,56,11,31,44,15,9,14,24,40,6,5,6,2,68,47,0,32,8,39,3,3,24.5,17,15,38,22,41,20.1666666666667,2,16,20,8,29,2,11,12,25,59,9,22,3,41,58,5,5,15.1833333333333,15,13,11.85,21,7,6,19.1666666666667,12,18.1666666666667,141,9,0.6,7.5,1.85,1.85,11.5,16,29,1,8
MOM.157,72162,2256,1332,1035.5,6999,2646,24,257,224.5,19,3038.5,3406,1159,2509,464,1838,2003,996,1226,787,221,321.166666666667,159,114,300,1119,53,1000,552,278.5,107,61,139,245,48,227,409,21,12,83,227,82,5,28,48,606.666666666667,106,376,56,20,1329,80,4,2167,44,114,253.5,301,422,500,420,217,68,165,133,141,130,55,149,117,91,111.5,138,103,85,12,9,61,55,3,36,13,42,16,105,40,54,18,226,6,110,84,1,59,9,37,31,79,0,17,35,45,14,22,28,18,7,14,3,2,18,6,5,10.1666666666667,15,19,6,2,4,8,0,3.66666666666667,0,0,0,10,0,6,17,2,0,17,2,22,0,4,35.6666666666667,7,0,21,26,11,5,48,19,10,2,0,13,10,5,8,8,11,0,0,6,5,21,23,2,12,0,0,7,0,10,6,6,1,3,0,0,0,2,0,11,0,4,0,0,0,0,3,0,15,0,0,4.66666666666667,16,2,2,0,0,5,0,0,0,38,0,0,1.5,0,0,1.5,1,10,0,3
MOM.038,86695,2243,834,1805.5,12431,5020,34,595,272.5,1,3432.5,5464,1914,2542,891,1675.5,3634,1665,1967,3361,271,1282.5,267,137,824,1472,152,2489,354,577.5,669,476,880,373,144,382,666,15,20,220,472,117,1,24,47,2722.41666666667,121,433.5,144,58,2111,102,11,2668,59,135,247.5,541,834,300,661,240,55,95,228,355,175,165,399,98,183,91.5,102,209,123,7,31.5,93,165,19,105,71,43,104,205,80,184,7,288,47,155,248,22,58,9,43,51,39,1,8,33,11,33,75,27,35,20,38,58,14,32,21,34,33,0,34,19,9,22,54,0,30,10,5,0,49,0,12,22,0,23,11,9,18,0,8.5,144.416666666667,7,7,0,37,19,7,50,34,48,8,1,9,1,13,5,10,0,15,35,21,4,31,10,0,7,0,10,0,5,6,10,5,0,12.5,0,24,17,23,28,15,7,4,0,7,5,24,7,17,13,20,4,38.6166666666667,0,2,52.6119047619048,2,0,11,0,3,0,4,0,3.86190476190476,0,3.46190476190476,3.86190476190476,0,10,10,3,0
MOM.150,50637,1010,1080,1178,6432,3475,19,285,103,9,2186,5189,1191,2347,1182,1861.5,2642,1301,1628,1822,237,405,275,136,421,1446,118,1068,320,414,140,763,414,239,57,290,240,50,18,92.6666666666667,260,101,10,28,40,1476.75,122,611.5,91,26,1006,74,0,2810,52,119,334,478,275,262,321,237,68,117,176,94,96,119,124,116,154,53,284,109,62,20,38.5,43,50,10,20,121,7,20,67,6,0,16,506,34,90,112,0,10,28,41,25,3,14,0,52,42,0,7,8,21.5,6,3,9,2,14,8,27,9,0,4,0,10,7,17,0,7,0,17,0,12,0,16,5,16,0,32,0,7,0,8.5,50.75,2,0,15,4,1,6,0,2,37,4,0,23,0,0,0,0,7,7,27,4,4,13,12,0,2,15,14,0,6,0,0,0,2,1,0,1,5,0,18,0,4,8,0,0,18,3,0,1,4,7,6,25.25,0,3,12,10,0,27,1.66666666666667,0,1.66666666666667,16,13,0.75,0.5,0,0.75,4.5,3,4,4,0
MOM.082,229213,13836,5129,7690,20346,15080,8,955,619.5,25,10186,7733,4744,6189,2114,4167,6467,3178,4752,1992,837,2110,242,773,1051,4010,319,3288,1035,893.5,696,984,636,1280,415,588,680,10,53,1898.16666666667,619,384,0,57,99,1467.16666666667,667,861,225,113,3064,443,12,2595,92,363,666.5,1326,1801,1492,1068,1251,479,226,554,378,733,268,667,184,265,171.5,198,103,169,113,123.5,506,137,119,101,157,95,116,280,115,238,27,115,57,135,435,100,186,94,109,149,99,30,43,41,207,72,161,63,143,78,74,64,161,48,46,146,45.3333333333333,0,49,57,10,19,63,28,59,30,7,79,76,21,47,40,12,14,52,27,10,23,24.5,65.1666666666667,1,19,35,56,15,1,54,14,54,12,12,9,15,25,18,20,1,9,0,0,59,16,19,26,21,0,21,17,38,8,23,9,43,10.3333333333333,5,13,16,6,9,19,10,3,23,24,9,19,33,10,10,1,9,9.5,17,10,3.83333333333333,25,18,7,7.16666666666667,11,6.66666666666667,0,7,0.333333333333333,12,0,0,19,1,10,4,18
MOM.145,34506,624,516,589,2607,1159,18,220,35.5,4,2519,2746,295,1104,223,1382.5,1878,1211,957,867,187,276.333333333333,64,37,299,1012,117,552,314,129,129,45,138,148,55,207,388,7,11,44,108,56,0,7,40,680.833333333333,81,410.5,58,55,697,27,15,1624,40,116,137,191,304,158,291,98,9,137,42,66,66,27,51,32,64,19.5,60,117,83,4,18,48,20,2,32,13,10,7,74,14,18,2,37,9,72,99,6,11,1,5,23,2,5,0,27,79,6,13,35,22.5,0,8,11,1,16,8,11,4.83333333333333,5,12,0,0,0,12,0,4.83333333333333,0,0,0,3,1,3,5,0,0,8,3,2,2,6,26.8333333333333,0,0,1,1,0,0,4,14,4,4,0,0,0,0,0,0,0,0,22,0,19,11,11,5,9,3,0,1,1,2,10,0,6,2,8,0,0,0,8,0,0,0,0,0,0,0,0,1,4,2,0,3.83333333333333,0,1,1.5,0,4,24,2,0,2,0,0,0,1,0,0,0,0,0,2,0
MOM.172,156718,7262,4003,4985.5,19990,14270,31,906,490.5,9,15065.5,16479,7374,5526,4545,5603,5917,3958,4622,1424,581,891.333333333333,475,568,947,3376,537,1798,528,1308.5,811,216,743,507,305,436,603,121,28,795.5,738,213,17,40,138,1314.58333333333,489,2172,348,74,1622,271,15,6337,161,216,600.5,1084,938,591,1024,583,251,591,448,327,434,298,537,304,220,160.5,120,208,177,130,89,167,110,75,122,227,149,49,82,56,87,19,559,87,129,194,68,83,72,77,128,98,21,0,65,99,43,74,67,60,45,49,21,26,18,26,47,22.0833333333333,0,17,0,11,2,63,42,10.0833333333333,31,31,11,31,22,18,25,10,17,9,35,15,15,28,57.5833333333333,22,42,9,28,2,24,10,34,44,7,15,10,25,5,21,9,0,2,288,8,21,24,95,17,33,4,6,7,2,1,20,16,20,22.75,9,11,26,7,4,0,0,4,6,3,13,38,4,7,21,4,5,10.0833333333333,2,8,3.75,28,12,41,7,9,0.5,54,6,2.5,0,0,2.5,0,0,23,5,6
MOM.047,251055,17371,10798,17043.5,19294,16430,5,933,1525,5,14944.5,11844,10953,9722,8280,6918.5,7587,5467,5314,862,989,1778.16666666667,1140,1524,1210,5763,550,2401,665,1662,674,626,508,1360,661,447,523,71,116,1831.83333333333,927,711,23,23,82,656.416666666667,2401,1691.5,269,106,820,849,59,4129,126,324,1440,1643,1430,1571,1498,1140.5,900,409,679,503,1632,328,825,287,450,421,363,142,103,357,244,559,138,223,138,252,185,83,163,105,207,59,407,133,135,276,135,191,232,53,327,143,77,42,98,138,88,102,18,97,90,107,35,187,11,103,123,43.75,39,45,42,44,10,11,87,39.25,60,15,17,61,67,97,26,49,18,29,29,19,38,47,18.4166666666667,34,22,0,32,46,16,86,8,12,23,13,24,19,19,31,41,5,18,3,51,61,8,42,18,7,0,7,45.5,32,7,42,16,41,8.75,9,29,8,31,2,3,17,1,38,31,7,42,7,37,39,2,16,8.01666666666667,28,8,8.35,14,18,10,1.83333333333333,3,23.3333333333333,94,3,2.6,7.5,2.6,2.6,12.5,13,32,4,35
MOM.100,212022,23142,5608,11922,17312,17527,6,621,1157,1,8681,5466,7201,5340,4724,2731.5,4716,2182,3837,927,601,2154.16666666667,458,1408,943,2297,93,1564,538,1239,883,174,446,973,393,419,458,28,84,3224.33333333333,740,435,4,47,36,1017,1543,602.5,264,45,605,730,45,2437,155,288,981,923,1848,1102,1044,913,656,265,444,321,1101,249,732,117,240,294,155,104,133,186,126.5,252,95,97,163,343,184,54,249,161,207,17,617,103,74,225,135.5,167,101,69,263,100,89,28,44,122,51,110,16,111,87,69,54,190,17,41,70,71.6666666666666,17,57,30,12,29,15,44,94.8333333333333,65,7,30,67,66,105,33,31,20,36,10,26,33,49.5,36,24,29,35,28,18,22,42,6,20,22,9,4,15,56,8,13,6,6,0,41,53,12,13,16,25,0,2,37,17,12,43,10,24,11.6666666666667,2,9,15,9,10,5,17,3,19,66,13,31,4,29,34,28,20,13.8,24,5,11,20,23,6,1.83333333333333,3,7.83333333333333,38,10,2.5,4.5,2.5,2,8.5,8,25,2,20
MOM.053,112989,3529,1662,2783,11419,7414,22,737,380.5,6,5916,7307,2383,3647,1366,2891,5774,1726,2956,3494,588,1662,224,224,767,2022,233,2661,528,699.5,538,682,896,499,134,424,685,16,52,324.666666666667,598,237,1,37,90,2844.5,274,778,109,27,2004,240,24,3018,73,185,446.5,1082,796,467,648,359.5,127,152,474,266,242,242,321,134,129,154.5,272,170,166,45,37.5,94,77,18,99,141,101,93,132,125,83,4,542,63,126,240,57,72,22,36,38,28,2,6,64,116,20,85,21,107,26,44,20,24,21,13,64,62.5,0,19,0,5,1,94,13,19.5,0,12,16,62,18,20,5,0,0,26,16,14,12,21.5,82.5,21,5,20,76,13,13,13,28,25,12,0,30,24,6,18,0,8,0,325,36,54,24,24,6,58,1,11,11,0,11,23,0,0,9.5,9,8,0,0,31,0,9,0,5,0,26,4,15,13,10,0,0,25.6,0,7,7.8,4,14,23,0.666666666666667,0,4.66666666666667,20,13,0.8,3,0.8,0.6,3,0,5,4,0
MOM.174,71167,5567,4799,5627.5,20680,5424,16,765,2306,0,6527.5,14654,8701,4703,17080,8118.5,4611,2940,2880,4800,261,2765.83333333333,5222,241,1482,2075,194,2708,255,2645.5,573,207,1175,333,200,489,559,564,110,175.833333333333,1583,305,92,106,301,5797.33333333333,343,2076.5,113,189,879,280,19,2599,978,453,545.5,1439,980,157,1547,192,252,152,651,274,506,507,685,312,381,300,106,124,141,106,115.5,74,104,71,285,254,73,88,89,99,129,257,378,66,224,193,128,82,74,129,900,43,117,9,38,14,64,38,18,73,72,184,90,0,23,20,436,53.5,37,45,37,73,0,102,49,25,22,5,38,27,6,105,55,14,0,54,93,4,13,28.5,443.333333333333,11,0,40,0,50,176,113,38,530,11,15,43,16,7,11,42,0,32,0,19,0,9,518,43,118,8,8,11,7,34,10,10,168,15.5,19,24,6,0,60,0,0,22,0,0,39,62,3,18,353,26,4,125.916666666667,10,11,71.2,14,25,85,2.33333333333333,41,2.83333333333333,287,27,11.3666666666667,55,9.08333333333333,10.6166666666667,57,1,23,16,0
